2018-12-14 15:42:56,572;Key.alt_l
2018-12-14 15:42:56,720;Key.tab
2018-12-14 15:47:56,256;Key.delete
2018-12-14 15:48:15,776;Key.shift
2018-12-14 15:48:15,920;'r'
2018-12-14 15:48:16,119;'e'
2018-12-14 15:48:16,256;'n'
2018-12-14 15:48:17,864;'t'
2018-12-14 15:48:18,008;'i'
2018-12-14 15:48:18,081;'e'
2018-12-14 15:48:18,160;'r'
2018-12-14 15:48:18,448;Key.enter
2018-12-14 15:49:04,558;Key.delete
2018-12-14 15:49:55,069;Key.shift
2018-12-14 15:49:55,237;'h'
2018-12-14 15:49:55,390;'a'
2018-12-14 15:49:55,493;'p'
2018-12-14 15:49:55,621;'p'
2018-12-14 15:49:55,758;'y'
2018-12-14 15:49:55,759;'<'
2018-12-14 15:49:55,845;Key.space
2018-12-14 15:49:56,309;Key.backspace
2018-12-14 15:49:56,462;Key.backspace
2018-12-14 15:49:56,677;Key.space
2018-12-14 15:49:57,005;Key.shift
2018-12-14 15:49:57,214;'h'
2018-12-14 15:49:57,397;'o'
2018-12-14 15:49:57,557;'l'
2018-12-14 15:49:57,701;'i'
2018-12-14 15:49:57,877;'d'
2018-12-14 15:49:58,062;'a'
2018-12-14 15:49:58,260;'y'
2018-12-14 15:49:58,493;'s'
2018-12-14 15:50:02,516;Key.shift
2018-12-14 15:50:02,581;'1'
2018-12-14 15:52:33,595;Key.delete
2018-12-14 15:54:54,804;Key.alt_l
2018-12-14 15:54:55,016;Key.tab
2018-12-14 15:54:58,861;Key.alt_l
2018-12-14 15:54:59,346;Key.tab
2018-12-14 15:55:00,555;Key.alt_l
2018-12-14 15:55:00,726;Key.tab
2018-12-14 15:55:01,376;Key.tab
