2018-12-06 13:20:13,584;Key.f11
2018-12-06 13:22:04,518;Key.enter
2018-12-06 13:24:07,637;Key.shift_r
2018-12-06 13:24:07,733;'h'
2018-12-06 13:24:08,045;'a'
2018-12-06 13:24:08,246;'p'
2018-12-06 13:24:08,397;'p'
2018-12-06 13:24:15,149;'y'
2018-12-06 13:24:15,965;Key.space
2018-12-06 13:24:16,221;Key.shift_r
2018-12-06 13:24:16,309;'h'
2018-12-06 13:24:16,509;'o'
2018-12-06 13:24:16,677;'l'
2018-12-06 13:24:17,085;'i'
2018-12-06 13:24:17,477;'d'
2018-12-06 13:24:17,613;'a'
2018-12-06 13:24:17,837;'y'
2018-12-06 13:24:18,533;'s'
2018-12-06 13:24:26,005;'l'
2018-12-06 13:25:24,077;Key.up
2018-12-06 13:25:31,285;Key.num_lock
2018-12-06 13:25:32,405;'8'
2018-12-06 13:25:33,229;Key.backspace
2018-12-06 13:25:33,380;Key.backspace
2018-12-06 13:25:34,053;'8'
2018-12-06 13:25:37,476;'5'
2018-12-06 13:27:21,172;Key.backspace
2018-12-06 13:27:21,524;'1'
2018-12-06 13:28:04,292;Key.f11
