2018-12-06 13:08:55,301;click;1656;426;left
2018-12-06 13:09:16,765;click;979;399;left
2018-12-06 13:09:20,503;click;1447;133;left
2018-12-06 13:29:06,786;click;1475;468;left
2018-12-06 13:29:08,106;click;1540;467;left
2018-12-06 13:30:38,017;click;780;673;left
2018-12-06 13:30:52,601;click;1442;583;left
2018-12-06 13:30:54,905;click;96;188;left
2018-12-06 13:30:55,440;click;447;382;left
2018-12-06 13:30:55,921;click;319;229;left
2018-12-06 13:30:56,793;click;718;568;left
2018-12-06 13:31:03,905;click;1507;921;left
2018-12-06 13:31:06,360;click;1185;747;left
2018-12-06 13:31:07,328;click;948;548;left
2018-12-06 13:31:10,248;click;1126;649;left
2018-12-06 13:31:15,552;click;276;670;left
2018-12-06 13:31:16,808;click;271;738;left
2018-12-06 13:31:18,984;click;271;664;left
2018-12-06 13:31:19,528;click;279;716;left
2018-12-06 13:31:20,056;click;279;669;left
2018-12-06 13:31:22,543;click;273;737;left
2018-12-06 13:31:23,719;click;301;491;left
2018-12-06 13:31:24,400;click;958;458;left
2018-12-06 13:31:26,871;click;266;751;left
2018-12-06 13:31:28,783;click;223;486;left
2018-12-06 13:31:29,047;click;258;485;left
2018-12-06 13:31:29,727;click;1012;449;right
2018-12-06 13:31:31,015;click;936;500;left
2018-12-06 13:31:34,015;click;754;643;left
2018-12-06 13:31:36,126;click;271;765;left
2018-12-06 13:31:38,071;click;1531;591;left
2018-12-06 13:31:39,478;click;1524;441;left
2018-12-06 13:31:41,038;click;1622;878;left
2018-12-06 13:31:47,126;click;1003;640;left
2018-12-06 13:31:48,566;click;1010;464;left
2018-12-06 13:31:49,614;click;1286;730;left
2018-12-06 13:31:52,973;click;297;505;left
2018-12-06 13:31:56,861;click;1465;418;left
2018-12-06 13:32:09,148;click;1573;415;left
2018-12-06 13:32:41,833;click;1047;543;left
2018-12-06 13:32:48,576;click;273;570;left
2018-12-06 13:32:51,592;click;1462;511;left
2018-12-06 13:32:55,064;click;1123;536;left
2018-12-06 13:33:07,447;click;741;421;left
2018-12-06 13:33:08,310;click;815;744;left
2018-12-06 13:33:10,333;click;1416;479;left
2018-12-06 13:33:12,270;click;463;624;left
2018-12-06 13:33:13,414;click;1425;464;left
2018-12-06 13:33:22,205;click;1477;665;left
2018-12-06 13:33:25,612;click;1394;756;left
2018-12-06 13:33:30,044;click;1473;878;left
2018-12-06 13:33:33,428;click;1450;758;left
2018-12-06 13:33:35,371;click;1499;724;left
2018-12-06 13:33:37,851;click;1502;690;left
2018-12-06 13:33:41,939;click;1445;720;left
2018-12-06 13:33:44,266;click;1578;692;left
2018-12-06 13:33:48,450;click;1638;718;left
2018-12-06 13:33:50,426;click;1653;689;left
2018-12-06 13:33:53,177;click;1357;716;left
2018-12-06 13:33:55,666;click;1457;722;left
2018-12-06 13:33:58,066;click;1463;767;left
2018-12-06 13:33:58,786;click;1358;689;left
2018-12-06 13:34:01,306;click;1554;750;left
2018-12-06 13:34:03,401;click;1747;499;left
2018-12-06 13:34:14,800;click;1665;322;left
2018-12-06 13:34:14,816;click;1665;322;right
2018-12-06 13:34:15,671;click;1662;312;left
2018-12-06 13:34:17,063;click;1804;661;left
2018-12-06 13:34:29,335;click;1800;793;left
2018-12-06 13:34:29,935;click;1603;911;left
2018-12-06 13:34:35,798;click;1282;433;left
2018-12-06 13:34:36,550;click;1282;433;left
2018-12-06 13:34:39,502;click;1266;478;left
2018-12-06 13:34:39,661;click;1266;478;left
2018-12-06 13:34:40,054;click;1266;478;left
2018-12-06 13:34:42,261;click;1269;476;left
2018-12-06 13:34:42,461;click;1269;476;left
2018-12-06 13:34:42,638;click;1269;476;left
2018-12-06 13:34:42,805;click;1269;476;left
2018-12-06 13:34:44,389;click;1273;518;left
2018-12-06 13:34:44,557;click;1273;518;left
2018-12-06 13:34:44,733;click;1273;518;left
2018-12-06 13:34:44,901;click;1273;518;left
2018-12-06 13:34:45,077;click;1273;518;left
2018-12-06 13:34:46,413;click;1175;743;left
2018-12-06 13:34:51,005;click;1237;820;left
2018-12-06 13:34:53,692;click;347;339;left
2018-12-06 13:34:57,372;click;287;510;left
2018-12-06 13:34:58,796;click;260;541;left
2018-12-06 13:34:59,796;click;1229;723;left
2018-12-06 13:35:01,708;click;281;703;left
2018-12-06 13:35:02,459;click;276;858;left
2018-12-06 13:35:04,035;click;543;699;left
2018-12-06 13:35:06,979;click;1532;1037;left
2018-12-06 13:35:13,611;click;1477;387;left
2018-12-06 13:35:14,619;click;287;336;left
2018-12-06 13:35:15,763;click;1557;1035;left
2018-12-06 13:35:18,170;click;1492;370;left
2018-12-06 13:35:19,490;click;343;335;left
2018-12-06 13:35:20,442;click;1550;1029;left
2018-12-06 13:35:22,034;click;1456;382;left
2018-12-06 13:35:22,850;click;283;506;left
2018-12-06 13:35:23,946;click;254;522;left
2018-12-06 13:35:24,962;click;1467;1013;left
2018-12-06 13:35:28,009;click;1278;594;left
2018-12-06 13:35:28,354;click;1278;594;left
2018-12-06 13:35:29,545;click;1278;594;left
2018-12-06 13:35:29,729;click;1278;594;left
2018-12-06 13:35:30,937;click;1277;637;left
2018-12-06 13:35:31,113;click;1277;637;left
2018-12-06 13:35:31,281;click;1277;637;left
2018-12-06 13:35:31,593;click;1277;637;left
2018-12-06 13:35:31,985;click;1277;637;left
2018-12-06 13:35:33,592;click;1279;674;left
2018-12-06 13:35:34,745;click;1418;926;left
2018-12-06 13:36:06,022;click;472;1054;left
2018-12-06 13:36:08,045;click;1654;460;left
