2018-12-14 11:25:28,385;Key.alt_l
2018-12-14 11:25:28,534;Key.tab
2018-12-14 11:25:29,042;Key.tab
2018-12-14 11:28:57,646;Key.delete
2018-12-14 11:29:45,911;'r'
2018-12-14 11:29:46,091;'e'
2018-12-14 11:29:46,266;'n'
2018-12-14 11:29:46,539;'t'
2018-12-14 11:29:46,676;'i'
2018-12-14 11:29:46,752;'e'
2018-12-14 11:29:46,894;'r'
2018-12-14 11:29:48,657;Key.enter
2018-12-14 11:31:01,009;Key.shift_r
2018-12-14 11:31:01,274;'h'
2018-12-14 11:31:01,432;'a'
2018-12-14 11:31:01,649;'y'
2018-12-14 11:31:02,769;Key.backspace
2018-12-14 11:31:03,150;'p'
2018-12-14 11:31:03,280;'p'
2018-12-14 11:31:03,416;'y'
2018-12-14 11:31:03,936;Key.space
2018-12-14 11:31:04,132;Key.shift_r
2018-12-14 11:31:04,232;'h'
2018-12-14 11:31:04,480;'o'
2018-12-14 11:31:04,630;'l'
2018-12-14 11:31:04,840;'i'
2018-12-14 11:31:05,105;'d'
2018-12-14 11:31:05,288;'a'
2018-12-14 11:31:05,535;'y'
2018-12-14 11:31:05,800;'s'
2018-12-14 11:34:07,693;Key.alt_l
2018-12-14 11:34:07,880;Key.tab
