2018-12-14 15:04:24,821;Key.alt_l
2018-12-14 15:04:25,024;Key.tab
2018-12-14 15:04:25,725;Key.tab
2018-12-14 15:10:27,815;Key.delete
2018-12-14 15:11:32,705;Key.delete
2018-12-14 15:11:52,833;'r'
2018-12-14 15:11:52,915;'e'
2018-12-14 15:11:53,091;'n'
2018-12-14 15:11:53,160;'t'
2018-12-14 15:11:53,310;'i'
2018-12-14 15:11:53,381;'e'
2018-12-14 15:11:53,458;'r'
2018-12-14 15:11:54,363;Key.enter
2018-12-14 15:12:24,356;Key.shift
2018-12-14 15:12:24,513;'h'
2018-12-14 15:12:24,670;'a'
2018-12-14 15:12:24,850;'p'
2018-12-14 15:12:25,075;'p'
2018-12-14 15:12:25,178;'p'
2018-12-14 15:12:25,426;'y'
2018-12-14 15:12:26,003;Key.backspace
2018-12-14 15:12:26,146;Key.backspace
2018-12-14 15:12:26,386;'y'
2018-12-14 15:12:26,569;Key.space
2018-12-14 15:12:26,800;Key.shift
2018-12-14 15:12:26,982;'h'
2018-12-14 15:12:27,159;'o'
2018-12-14 15:12:27,338;'l'
2018-12-14 15:12:27,519;'i'
2018-12-14 15:12:29,616;'d'
2018-12-14 15:12:29,827;'a'
2018-12-14 15:12:30,017;'y'
2018-12-14 15:12:30,227;'s'
2018-12-14 15:16:09,765;Key.alt_l
2018-12-14 15:16:09,996;Key.tab
