2018-12-20 10:59:51,790;pos
2018-12-20 11:00:19,239;pos
2018-12-20 11:00:28,271;pos
2018-12-20 11:00:48,791;pos
2018-12-20 11:01:05,160;pos
2018-12-20 11:01:10,129;pos
2018-12-20 11:01:17,456;pos
2018-12-20 11:02:11,284;pos
2018-12-20 11:02:32,670;pos
2018-12-20 11:03:09,053;pos
2018-12-20 11:03:25,401;pos
2018-12-20 11:03:33,806;pos
2018-12-20 11:04:07,183;pos
2018-12-20 11:04:15,397;pos
2018-12-20 11:04:58,522;neg
2018-12-20 11:06:04,601;neg
2018-12-20 11:07:04,679;neg
2018-12-20 11:07:06,583;neg
2018-12-20 11:09:47,561;pos
