2018-12-21 10:13:48,090;neg
2018-12-21 10:14:17,633;neg
2018-12-21 10:14:37,513;neg
2018-12-21 10:15:24,821;neg
2018-12-21 10:15:40,284;neg
2018-12-21 10:15:53,603;neg
2018-12-21 10:16:22,859;neg
2018-12-21 10:16:29,514;pos
2018-12-21 10:16:44,409;pos
2018-12-21 10:17:11,763;pos
2018-12-21 10:17:29,650;pos
2018-12-21 10:18:09,499;pos
2018-12-21 10:18:39,110;neg
2018-12-21 10:19:16,689;neg
2018-12-21 10:19:33,308;neg
2018-12-21 10:19:58,258;neg
2018-12-21 10:20:51,143;neg
2018-12-21 10:21:13,656;neg
2018-12-21 10:21:51,266;neg
2018-12-21 10:22:11,637;pos
2018-12-21 10:22:32,520;pos
2018-12-21 10:22:47,125;neg
2018-12-21 10:23:29,504;neg
2018-12-21 10:24:00,436;neg
2018-12-21 10:24:11,773;neg
2018-12-21 10:24:54,321;neg
2018-12-21 10:25:14,680;neg
2018-12-21 10:25:44,054;pos
2018-12-21 10:26:53,811;neg
