2018-12-21 10:13:07,992;click;1477;504;left
2018-12-21 10:13:52,090;click;24;546;left
2018-12-21 10:13:52,749;click;24;546;left
2018-12-21 10:13:53,343;click;24;546;left
2018-12-21 10:14:20,776;click;723;709;left
2018-12-21 10:14:52,012;click;297;575;left
2018-12-21 10:14:53,148;click;313;600;left
2018-12-21 10:15:09,384;click;1916;1044;left
2018-12-21 10:15:12,171;click;1847;308;left
2018-12-21 10:15:19,347;click;19;60;left
2018-12-21 10:15:27,548;click;309;564;left
2018-12-21 10:15:28,451;click;311;601;left
2018-12-21 10:15:32,592;click;1496;803;left
2018-12-21 10:15:34,202;click;552;252;left
2018-12-21 10:15:34,358;click;552;252;left
2018-12-21 10:15:47,144;click;1627;354;left
2018-12-21 10:16:14,934;click;1595;692;left
2018-12-21 10:16:27,740;click;1326;358;left
2018-12-21 10:16:34,682;click;962;645;left
2018-12-21 10:16:35,451;click;948;661;left
2018-12-21 10:16:55,331;click;1497;629;left
2018-12-21 10:16:57,648;click;1489;451;left
2018-12-21 10:17:15,305;click;763;420;left
2018-12-21 10:17:23,073;click;963;683;left
2018-12-21 10:17:25,947;click;1021;701;left
2018-12-21 10:17:26,897;click;1000;682;left
2018-12-21 10:17:28,620;click;1075;808;left
2018-12-21 10:17:40,884;click;261;782;left
2018-12-21 10:17:42,127;click;803;607;left
2018-12-21 10:17:45,131;click;1516;604;left
2018-12-21 10:18:44,896;click;1164;730;left
2018-12-21 10:18:50,908;click;741;384;left
2018-12-21 10:18:53,840;click;481;579;left
2018-12-21 10:18:57,954;click;1664;385;left
2018-12-21 10:19:01,364;click;999;561;left
2018-12-21 10:19:07,483;click;1467;600;left
2018-12-21 10:19:09,286;click;1668;261;left
2018-12-21 10:19:13,642;click;981;675;left
2018-12-21 10:19:14,683;click;981;675;left
2018-12-21 10:19:14,847;click;981;675;left
2018-12-21 10:19:20,835;click;999;453;left
2018-12-21 10:19:44,754;click;1558;455;left
2018-12-21 10:20:03,468;click;1430;452;left
2018-12-21 10:20:07,719;click;1552;714;right
2018-12-21 10:20:08,407;click;1549;459;left
2018-12-21 10:20:19,223;click;1439;747;left
2018-12-21 10:20:20,247;click;1439;747;left
2018-12-21 10:20:22,151;click;1165;445;right
2018-12-21 10:20:23,672;click;1358;390;left
2018-12-21 10:20:25,109;click;1345;466;left
2018-12-21 10:20:26,607;click;1535;460;left
2018-12-21 10:20:34,906;click;1411;360;left
2018-12-21 10:20:39,831;click;1557;705;left
2018-12-21 10:20:41,632;click;1540;706;left
2018-12-21 10:20:42,453;click;1586;708;left
2018-12-21 10:20:43,067;click;1551;707;left
2018-12-21 10:20:45,318;click;1418;706;left
