2018-12-13 12:08:58,267;Key.alt_l
2018-12-13 12:08:58,460;Key.tab
2018-12-13 12:12:44,662;'r'
2018-12-13 12:12:44,748;'e'
2018-12-13 12:12:44,880;'n'
2018-12-13 12:12:45,049;'t'
2018-12-13 12:12:45,180;'i'
2018-12-13 12:12:45,306;'e'
2018-12-13 12:12:45,417;'r'
2018-12-13 12:12:48,176;Key.enter
2018-12-13 12:13:32,989;Key.shift
2018-12-13 12:13:33,177;'j'
2018-12-13 12:13:33,748;Key.backspace
2018-12-13 12:13:33,976;Key.shift
2018-12-13 12:13:34,224;'h'
2018-12-13 12:13:34,536;'a'
2018-12-13 12:13:34,847;'y'
2018-12-13 12:13:35,024;'p'
2018-12-13 12:13:35,160;'p'
2018-12-13 12:13:36,002;Key.backspace
2018-12-13 12:13:36,223;Key.backspace
2018-12-13 12:13:36,536;Key.backspace
2018-12-13 12:13:37,645;'p'
2018-12-13 12:13:37,816;'p'
2018-12-13 12:13:37,976;'y'
2018-12-13 12:13:39,019;Key.space
2018-12-13 12:13:39,408;Key.shift
2018-12-13 12:13:39,797;'h'
2018-12-13 12:13:40,344;'o'
2018-12-13 12:13:40,560;'l'
2018-12-13 12:13:40,778;'i'
2018-12-13 12:13:41,128;'d'
2018-12-13 12:13:41,284;'a'
2018-12-13 12:13:41,720;'y'
2018-12-13 12:13:41,976;'s'
2018-12-13 12:17:33,477;Key.alt_l
2018-12-13 12:17:33,649;Key.tab
