2018-12-17 13:46:40,709;pos
2018-12-17 13:47:04,174;pos
2018-12-17 13:48:16,393;neg
2018-12-17 13:48:55,564;pos
2018-12-17 13:49:14,301;pos
2018-12-17 13:49:26,165;pos
2018-12-17 13:49:40,725;pos
2018-12-17 13:49:40,798;pos
2018-12-17 13:50:24,584;neg
2018-12-17 13:50:43,210;neg
2018-12-17 13:51:37,364;neg
2018-12-17 13:52:19,895;neg
2018-12-17 13:52:50,490;pos
2018-12-17 13:53:35,397;neg
