2018-12-20 14:46:00,930;click;329;290;left
2018-12-20 14:46:09,061;click;272;585;left
2018-12-20 14:46:09,901;click;297;600;left
2018-12-20 14:46:10,658;click;115;587;left
2018-12-20 14:46:25,145;click;1541;776;left
2018-12-20 14:46:28,534;click;401;244;left
2018-12-20 14:46:28,674;click;401;244;left
2018-12-20 14:46:42,059;click;1533;990;left
2018-12-20 14:47:12,501;click;1165;639;left
2018-12-20 14:47:13,164;click;732;584;left
2018-12-20 14:47:14,981;click;1455;664;left
2018-12-20 14:47:17,349;click;733;396;left
2018-12-20 14:47:17,934;click;740;407;left
2018-12-20 14:47:19,917;click;1479;804;left
2018-12-20 14:47:21,665;click;1524;456;left
2018-12-20 14:47:23,218;click;1022;41;left
2018-12-20 14:47:26,733;click;1564;822;left
2018-12-20 14:47:30,249;click;1129;718;left
2018-12-20 14:47:33,617;click;950;528;left
2018-12-20 14:47:41,674;click;952;630;left
2018-12-20 14:47:43,973;click;907;446;left
2018-12-20 14:47:44,717;click;967;563;left
2018-12-20 14:47:48,310;click;973;357;left
2018-12-20 14:47:49,348;click;998;554;left
2018-12-20 14:47:49,719;click;971;544;left
2018-12-20 14:47:52,918;click;1194;510;left
2018-12-20 14:48:01,313;click;1087;523;left
2018-12-20 14:48:03,196;click;1185;500;left
2018-12-20 14:48:10,462;click;912;518;left
2018-12-20 14:48:11,725;click;1219;526;left
2018-12-20 14:48:14,114;click;1091;524;left
2018-12-20 14:48:15,141;click;1204;523;left
2018-12-20 14:48:16,126;click;1099;518;left
2018-12-20 14:48:17,079;click;1208;517;left
2018-12-20 14:48:18,377;click;1134;518;left
2018-12-20 14:48:20,393;click;824;534;left
2018-12-20 14:48:24,759;click;271;847;left
2018-12-20 14:48:26,729;click;288;545;left
2018-12-20 14:48:27,528;click;836;420;left
2018-12-20 14:48:28,592;click;807;468;left
2018-12-20 14:48:29,552;click;287;709;left
2018-12-20 14:48:30,433;click;1465;671;left
2018-12-20 14:48:32,544;click;790;308;left
2018-12-20 14:48:33,844;click;746;355;left
2018-12-20 14:48:35,728;click;1163;680;left
2018-12-20 14:48:42,694;click;984;634;left
