2018-12-15 14:23:51,780;Key.alt_l
2018-12-15 14:23:51,970;Key.tab
2018-12-15 14:28:54,475;'r'
2018-12-15 14:28:54,587;'e'
2018-12-15 14:28:54,683;'n'
2018-12-15 14:28:54,803;'t'
2018-12-15 14:28:54,922;'i'
2018-12-15 14:28:55,027;'e'
2018-12-15 14:28:55,115;'r'
2018-12-15 14:28:55,626;Key.enter
2018-12-15 14:29:49,017;Key.shift
2018-12-15 14:29:49,518;Key.shift
2018-12-15 14:29:49,551;Key.shift
2018-12-15 14:29:49,584;Key.shift
2018-12-15 14:29:49,617;Key.shift
2018-12-15 14:29:49,649;Key.shift
2018-12-15 14:29:49,682;Key.shift
2018-12-15 14:29:49,715;Key.shift
2018-12-15 14:29:49,748;Key.shift
2018-12-15 14:29:49,781;Key.shift
2018-12-15 14:29:49,814;Key.shift
2018-12-15 14:29:49,847;Key.shift
2018-12-15 14:29:49,857;'2'
2018-12-15 14:29:50,889;Key.shift
2018-12-15 14:29:51,025;'h'
2018-12-15 14:29:51,209;'a'
2018-12-15 14:29:51,377;'p'
2018-12-15 14:29:51,561;'p'
2018-12-15 14:29:51,681;'y'
2018-12-15 14:29:51,930;Key.space
2018-12-15 14:29:52,017;Key.shift
2018-12-15 14:29:52,186;'h'
2018-12-15 14:29:52,473;'o'
2018-12-15 14:29:52,673;'l'
2018-12-15 14:29:52,865;'i'
2018-12-15 14:29:53,025;'d'
2018-12-15 14:29:53,138;'a'
2018-12-15 14:29:53,377;'y'
2018-12-15 14:29:53,569;'s'
2018-12-15 14:29:53,825;Key.shift
2018-12-15 14:29:54,326;Key.shift
2018-12-15 14:29:54,359;Key.shift
2018-12-15 14:29:54,391;Key.shift
2018-12-15 14:29:54,401;'2'
2018-12-15 14:31:30,343;Key.right
2018-12-15 14:31:36,063;Key.backspace
2018-12-15 14:31:36,775;Key.left
2018-12-15 14:31:36,950;Key.left
2018-12-15 14:31:37,119;Key.left
2018-12-15 14:31:37,302;Key.left
2018-12-15 14:31:37,447;Key.left
2018-12-15 14:31:37,946;Key.left
2018-12-15 14:31:37,979;Key.left
2018-12-15 14:31:38,012;Key.left
2018-12-15 14:31:38,046;Key.left
2018-12-15 14:31:38,078;Key.left
2018-12-15 14:31:38,111;Key.left
2018-12-15 14:31:38,145;Key.left
2018-12-15 14:31:38,178;Key.left
2018-12-15 14:31:38,211;Key.left
2018-12-15 14:31:39,078;Key.right
2018-12-15 14:31:39,446;Key.left
2018-12-15 14:31:40,070;Key.backspace
2018-12-15 14:32:07,662;Key.left
2018-12-15 14:32:08,126;Key.left
2018-12-15 14:32:08,399;Key.left
2018-12-15 14:32:08,582;Key.left
2018-12-15 14:32:10,326;Key.backspace
2018-12-15 14:34:28,635;Key.alt_l
2018-12-15 14:34:28,763;Key.tab
2018-12-15 14:34:40,052;Key.ctrl_l
2018-12-15 14:34:40,263;'c'
2018-12-15 14:34:43,941;'e'
2018-12-15 14:34:44,319;'x'
2018-12-15 14:34:44,533;'i'
