2018-12-17 11:21:46,450;click;1406;367;left
2018-12-17 11:22:16,153;click;399;672;left
2018-12-17 11:22:21,873;click;282;574;left
2018-12-17 11:22:22,745;click;318;606;left
2018-12-17 11:22:24,932;click;292;548;left
2018-12-17 11:23:09,252;click;273;554;left
2018-12-17 11:23:21,157;click;310;476;left
2018-12-17 11:23:38,335;click;1426;677;left
2018-12-17 11:23:42,961;click;480;233;left
2018-12-17 11:23:43,804;click;760;560;left
2018-12-17 11:23:49,714;click;760;577;left
2018-12-17 11:24:01,841;click;1558;480;left
2018-12-17 11:24:04,322;click;1562;329;left
2018-12-17 11:24:05,607;click;1540;779;left
2018-12-17 11:24:11,650;click;1498;406;left
2018-12-17 11:24:13,849;click;1439;431;left
2018-12-17 11:24:15,997;click;1490;432;left
2018-12-17 11:24:17,654;click;1523;367;left
2018-12-17 11:24:19,983;click;722;669;left
2018-12-17 11:24:23,221;click;1481;746;left
2018-12-17 11:24:30,921;click;1105;690;left
2018-12-17 11:24:32,104;click;1059;663;left
2018-12-17 11:24:33,264;click;1033;619;left
2018-12-17 11:24:36,759;click;1015;600;left
2018-12-17 11:24:38,776;click;1062;660;left
2018-12-17 11:24:40,858;click;1083;670;left
2018-12-17 11:24:41,997;click;1062;659;left
2018-12-17 11:24:43,064;click;1037;639;left
2018-12-17 11:24:44,599;click;1018;604;left
2018-12-17 11:24:45,591;click;994;578;left
2018-12-17 11:25:05,833;click;869;607;left
2018-12-17 11:25:07,680;click;244;833;left
2018-12-17 11:25:09,067;click;1440;670;left
2018-12-17 11:25:12,596;click;1495;615;left
2018-12-17 11:25:13,398;click;1589;946;left
2018-12-17 11:25:15,724;click;958;584;left
2018-12-17 11:25:20,461;click;276;578;left
2018-12-17 11:25:29,437;click;1470;490;left
2018-12-17 11:25:38,117;click;1515;361;left
2018-12-17 11:25:44,734;click;699;598;left
2018-12-17 11:25:46,587;click;1015;661;left
2018-12-17 11:25:48,432;click;1037;803;left
2018-12-17 11:25:49,332;click;989;743;left
2018-12-17 11:25:50,530;click;1034;808;left
2018-12-17 11:25:51,668;click;1061;849;left
2018-12-17 11:25:54,130;click;1073;872;left
2018-12-17 11:26:20,498;click;265;510;left
2018-12-17 11:26:22,234;click;1396;471;left
2018-12-17 11:26:33,393;click;1120;480;left
2018-12-17 11:26:39,844;click;737;349;left
2018-12-17 11:26:41,638;click;458;549;left
2018-12-17 11:26:47,557;click;1401;706;left
2018-12-17 11:26:50,749;click;1491;759;left
2018-12-17 11:26:53,455;click;1493;784;left
2018-12-17 11:26:58,129;click;445;394;left
2018-12-17 11:27:15,815;click;1586;467;left
2018-12-17 11:27:20,715;click;1418;335;left
2018-12-17 11:27:24,060;click;1663;385;left
2018-12-17 11:27:35,228;click;392;605;left
2018-12-17 11:27:40,767;click;562;703;left
2018-12-17 11:27:41,487;click;561;704;left
2018-12-17 11:27:41,719;click;561;704;left
2018-12-17 11:27:42,172;click;561;704;left
2018-12-17 11:27:46,477;click;566;757;left
2018-12-17 11:27:46,671;click;566;757;left
2018-12-17 11:27:46,855;click;566;757;left
2018-12-17 11:27:47,040;click;566;757;left
2018-12-17 11:27:47,304;click;566;757;left
2018-12-17 11:27:50,786;click;483;811;left
2018-12-17 11:28:05,974;click;1523;854;left
2018-12-17 11:28:16,459;click;1246;767;left
2018-12-17 11:28:21,069;click;278;413;left
2018-12-17 11:28:30,713;click;280;616;left
2018-12-17 11:28:31,981;click;305;611;left
2018-12-17 11:28:43,899;click;568;573;left
2018-12-17 11:28:44,237;click;568;573;left
2018-12-17 11:28:45,097;click;521;582;left
2018-12-17 11:28:48,372;click;563;627;left
2018-12-17 11:28:48,644;click;563;627;left
2018-12-17 11:28:48,796;click;563;627;left
2018-12-17 11:28:48,946;click;563;627;left
2018-12-17 11:28:49,084;click;563;627;left
2018-12-17 11:28:49,239;click;563;627;left
2018-12-17 11:28:49,491;click;563;627;left
2018-12-17 11:28:49,743;click;563;627;left
2018-12-17 11:28:52,770;click;519;628;left
2018-12-17 11:28:53,161;click;519;628;left
2018-12-17 11:28:53,326;click;519;628;left
2018-12-17 11:28:57,468;click;566;592;left
2018-12-17 11:28:57,642;click;566;592;left
2018-12-17 11:28:57,777;click;566;592;left
2018-12-17 11:28:57,927;click;566;592;left
2018-12-17 11:28:58,172;click;566;592;left
2018-12-17 11:28:58,494;click;566;592;left
2018-12-17 11:29:00,686;click;564;546;left
2018-12-17 11:29:00,835;click;564;546;left
2018-12-17 11:29:06,038;click;1469;855;left
2018-12-17 11:29:10,198;click;1413;762;left
2018-12-17 11:29:22,194;click;347;1070;left
2018-12-17 11:29:24,834;click;1541;363;left
