2018-12-14 09:12:52,343;Key.alt_l
2018-12-14 09:12:52,499;Key.tab
2018-12-14 09:23:16,735;Key.alt_l
2018-12-14 09:23:17,238;Key.alt_l
2018-12-14 09:23:17,269;Key.alt_l
2018-12-14 09:23:17,536;Key.cmd
2018-12-14 09:23:18,032;Key.ctrl_l
2018-12-14 09:23:19,404;Key.cmd
2018-12-14 09:24:51,797;Key.shift
2018-12-14 09:24:51,906;'h'
2018-12-14 09:24:52,059;'a'
2018-12-14 09:24:52,236;'p'
2018-12-14 09:24:52,372;'p'
2018-12-14 09:24:52,454;'y'
2018-12-14 09:25:02,962;Key.space
2018-12-14 09:25:03,103;Key.shift
2018-12-14 09:25:03,212;'h'
2018-12-14 09:25:03,379;'o'
2018-12-14 09:25:03,550;'l'
2018-12-14 09:25:03,750;'i'
2018-12-14 09:25:03,836;'d'
2018-12-14 09:25:03,919;'a'
2018-12-14 09:25:04,179;'y'
2018-12-14 09:25:04,782;'s'
2018-12-14 09:25:25,512;Key.shift
2018-12-14 09:25:25,798;'1'
2018-12-14 09:28:56,039;Key.alt_l
2018-12-14 09:28:56,446;Key.tab
2018-12-14 09:28:57,072;Key.tab
