2018-12-14 09:32:14,860;neg
2018-12-14 09:32:42,825;pos
2018-12-14 09:32:57,074;pos
2018-12-14 09:33:02,704;neg
2018-12-14 09:33:12,655;neg
2018-12-14 09:33:32,039;neg
2018-12-14 09:33:50,506;neg
2018-12-14 09:34:35,716;neg
2018-12-14 09:34:58,947;neg
2018-12-14 09:35:31,201;neg
2018-12-14 09:35:53,641;neg
2018-12-14 09:36:13,877;pos
2018-12-14 09:36:49,287;pos
2018-12-14 09:37:03,047;pos
2018-12-14 09:37:36,786;pos
2018-12-14 09:37:39,717;pos
2018-12-14 09:38:02,042;pos
2018-12-14 09:38:11,964;pos
2018-12-14 09:38:38,258;pos
2018-12-14 09:38:42,467;neg
2018-12-14 09:39:36,168;neg
2018-12-14 09:39:53,671;neg
2018-12-14 09:40:21,859;neg
2018-12-14 09:41:08,981;neg
2018-12-14 09:41:39,250;pos
2018-12-14 09:41:45,725;neg
2018-12-14 09:42:18,749;neg
2018-12-14 09:42:23,529;pos
2018-12-14 09:42:41,781;pos
2018-12-14 09:42:55,189;pos
2018-12-14 09:43:08,878;neg
2018-12-14 09:43:35,491;neg
2018-12-14 09:44:16,487;neg
2018-12-14 09:44:28,698;neg
2018-12-14 09:44:53,869;neg
2018-12-14 09:44:59,797;pos
2018-12-14 09:45:17,497;pos
2018-12-14 09:45:36,838;pos
