2018-12-13 16:22:45,697;Key.alt_l
2018-12-13 16:22:45,862;Key.tab
2018-12-13 16:24:40,772;'t'
2018-12-13 16:24:41,412;'-'
2018-12-13 16:24:41,619;'s'
2018-12-13 16:24:41,780;'h'
2018-12-13 16:24:42,035;'i'
2018-12-13 16:24:42,212;'r'
2018-12-13 16:24:42,324;'t'
2018-12-13 16:24:42,555;Key.enter
2018-12-13 16:26:49,230;'r'
2018-12-13 16:26:49,440;'e'
2018-12-13 16:26:49,606;'n'
2018-12-13 16:26:49,712;'t'
2018-12-13 16:26:49,832;'i'
2018-12-13 16:26:49,945;'e'
2018-12-13 16:26:50,135;'r'
2018-12-13 16:26:50,263;Key.enter
2018-12-13 16:27:29,935;Key.shift
2018-12-13 16:27:30,154;'h'
2018-12-13 16:27:30,438;'a'
2018-12-13 16:27:31,127;'p'
2018-12-13 16:27:31,325;'p'
2018-12-13 16:27:31,509;'y'
2018-12-13 16:27:33,411;Key.space
2018-12-13 16:27:33,580;'<'
2018-12-13 16:27:33,710;Key.shift
2018-12-13 16:27:33,710;'h'
2018-12-13 16:27:34,406;Key.backspace
2018-12-13 16:27:34,772;Key.backspace
2018-12-13 16:27:35,231;Key.shift
2018-12-13 16:27:35,732;Key.shift
2018-12-13 16:27:35,747;'h'
2018-12-13 16:27:36,004;'o'
2018-12-13 16:27:36,205;'l'
2018-12-13 16:27:36,493;'i'
2018-12-13 16:27:38,162;'d'
2018-12-13 16:27:38,676;'a'
2018-12-13 16:27:39,165;'y'
2018-12-13 16:27:39,557;'s'
2018-12-13 16:29:33,874;'5'
2018-12-13 16:29:55,413;'8'
2018-12-13 16:29:55,413;'5'
2018-12-13 16:29:56,608;Key.backspace
2018-12-13 16:29:56,751;Key.backspace
2018-12-13 16:29:57,943;'5'
2018-12-13 16:30:01,344;'5'
2018-12-13 16:30:03,322;'1'
2018-12-13 16:30:47,257;Key.alt_l
2018-12-13 16:30:47,383;Key.tab
