2018-12-12 11:30:10,187;Key.shift
2018-12-12 11:30:10,391;'r'
2018-12-12 11:30:10,577;'e'
2018-12-12 11:30:10,754;'n'
2018-12-12 11:30:10,840;'t'
2018-12-12 11:30:11,004;'i'
2018-12-12 11:30:11,119;'e'
2018-12-12 11:30:11,171;'r'
2018-12-12 11:30:11,483;Key.enter
2018-12-12 11:30:51,636;Key.shift
2018-12-12 11:30:51,885;'h'
2018-12-12 11:30:52,049;'a'
2018-12-12 11:30:52,173;'p'
2018-12-12 11:30:52,289;'p'
2018-12-12 11:30:52,423;'y'
2018-12-12 11:30:52,602;Key.space
2018-12-12 11:30:52,687;Key.shift
2018-12-12 11:30:52,801;'h'
2018-12-12 11:30:53,024;'o'
2018-12-12 11:30:53,156;'l'
2018-12-12 11:30:53,336;'i'
2018-12-12 11:30:53,436;'d'
2018-12-12 11:30:53,513;'a'
2018-12-12 11:30:53,673;'y'
2018-12-12 11:30:53,815;'s'
